company_name,idea_date,author,link,excerpt,code,price,market_cap
OCI PARTNERS LP,"THURSDAY, DEC 1, 2016",Fenkell,https://valueinvestorsclub.com/idea/OCI_PARTNERS_LP/0895602670,OCI Partners L.P. (OCIP-US) This might be one of the best upside/downside opportunity I have seen this year. The investment thesis basically boils down to this: OCIP is trading at 7x my ... Read more,OCI PARTNERS LP OCIP,6.05,$526mn
Future Enterprises Limited,"THURSDAY, DEC 1, 2016",Sandrokottos,https://valueinvestorsclub.com/idea/Future_Enterprises_Limited/8564575382,"This is a special situation based in India. To cut a long story short, a $1bn+ market cap grocery retailer completed a spin-off in May 2016 where two companies were ... Read more",Future Enterprises Limited FEL IN,16.40,$106mn
CHINOOK ENERGY INC,"WEDNESDAY, NOV 30, 2016",valueshort,https://valueinvestorsclub.com/idea/CHINOOK_ENERGY_INC/3484209492,"Despite our name, here is another small cap long idea. And *shudder* it is another oil company. We track stock promoters to find quality short ideas, and in the process ... Read more",CHINOOK ENERGY INC CKE.,0.49,$110mn
AEGERION PHARMACEUTICALS INC.,"WEDNESDAY, NOV 30, 2016",offtherun,https://valueinvestorsclub.com/idea/AEGERION_PHARMACEUTICALS_INC./5832408890,Recommendation BUY AEGR 2.0% senior convertible notes due ‘19.  The merger between AEGR and QLT just closed on November 29th.  AEGR’s busted convert trades in the mid to high 60s and ... Read more,AEGERION PHARMACEUTICALS INC. AEGR,67.50,$172mn
GLOBUS MARITIME LTD,"SUNDAY, DEC 4, 2016",casper719,https://valueinvestorsclub.com/idea/GLOBUS_MARITIME_LTD/1561123617,Globus Maritime Ltd. (Ticker: GLBS) is a zombie drybulk shipping company that has recently gotten swept up in the shipping bubble started by DryShips Inc (Ticker: DRYS).  Due to an ... Read more,GLOBUS MARITIME LTD GLBS,7.67,$408mn
MIX TELEMATICS LTD,"SUNDAY, DEC 4, 2016",Saltaire,https://valueinvestorsclub.com/idea/MIX_TELEMATICS_LTD/2240541587,"MIXT Leading provider of telematics in midst of business model transition. Near term depressed cash flow masks stable, high margin, recurring business model with low double digit organic growth. Nearly 50% ... Read more",MIX TELEMATICS LTD MIXT,5.90,$135mn
CAFEPRESS INC,"SATURDAY, DEC 3, 2016",carbone959,https://valueinvestorsclub.com/idea/CAFEPRESS_INC/3498219222,"CafePress, an online customizable gift retailer, is a small-cap turnaround situation that was written up 3 years ago. The previous thread chronicles a worse-than-expected outcome, followed by the announcement of ... Read more",CAFEPRESS INC PRSS,3.01,$50mn
INVESTORS HERITAGE CAP CORP,"SATURDAY, DEC 3, 2016",david101,https://valueinvestorsclub.com/idea/INVESTORS_HERITAGE_CAP_CORP/8041260197,IHRC is a simple life insurer. It trades at 37% of TBV excluding AOCI.  A major part of the businss is preneed insurance sold through funeral homes. The company also ... Read more,INVESTORS HERITAGE CAP CORP IHRC,16.75,$19mn
MATTEL INC,"FRIDAY, DEC 2, 2016",ci230,https://valueinvestorsclub.com/idea/MATTEL_INC/4982367092,"Thesis: the turnaround in Barbie, plus continued benefits from restructuring, will drive EPS above consensus and expand multiples. Catalyst   Barbie turnaround The Barbie turnaround is being underappreciated by the market.   To address concerns of ... Read more",MATTEL INC MAT,30.26,"$10,350mn"
WEBMD HEALTH CORP,"FRIDAY, DEC 2, 2016",dakota,https://valueinvestorsclub.com/idea/WEBMD_HEALTH_CORP/3515489799,Fast idea for folks in their PAs.  WebMD is conducting a buyback of ~5.1% of their outstanding shares.  The trade is to buy 99 shares of WBMD and submit for ... Read more,WEBMD HEALTH CORP WBMD,52.53,"$2,003mn"
OCI PARTNERS LP,"THURSDAY, DEC 1, 2016",Fenkell,https://valueinvestorsclub.com/idea/OCI_PARTNERS_LP/0895602670,OCI Partners L.P. (OCIP-US) This might be one of the best upside/downside opportunity I have seen this year. The investment thesis basically boils down to this: OCIP is trading at 7x my ... Read more,OCI PARTNERS LP OCIP,6.05,$526mn
Future Enterprises Limited,"THURSDAY, DEC 1, 2016",Sandrokottos,https://valueinvestorsclub.com/idea/Future_Enterprises_Limited/8564575382,"This is a special situation based in India. To cut a long story short, a $1bn+ market cap grocery retailer completed a spin-off in May 2016 where two companies were ... Read more",Future Enterprises Limited FEL IN,16.40,$106mn
CHINOOK ENERGY INC,"WEDNESDAY, NOV 30, 2016",valueshort,https://valueinvestorsclub.com/idea/CHINOOK_ENERGY_INC/3484209492,"Despite our name, here is another small cap long idea. And *shudder* it is another oil company. We track stock promoters to find quality short ideas, and in the process ... Read more",CHINOOK ENERGY INC CKE.,0.49,$110mn
MEI PHARMA INC,"WEDNESDAY, NOV 30, 2016",lendario,https://valueinvestorsclub.com/idea/MEI_PHARMA_INC/9982149125,"Opportunity Description   MEI Pharma (MEIP) offers one of the most asymmetrical risk / return profiles I ever came across. At current trading levels (stock at $1.54), its market cap ($57m) is ... Read more",MEI PHARMA INC MEIP,1.54,$57mn
RYANAIR HOLDINGS PLC,"WEDNESDAY, NOV 30, 2016",Hal,https://valueinvestorsclub.com/idea/RYANAIR_HOLDINGS_PLC/7236844806,The genesis of this idea came from a talk and Q&A session given by Michael O’Leary the CEO of Ryanair which we attended. We came away deeply impressed by O’Leary ... Read more,RYANAIR HOLDINGS PLC RYAAY,14.14,"$17,690mn"
Coface,"TUESDAY, NOV 29, 2016",asdfasdf7,https://valueinvestorsclub.com/idea/Coface/8010110109,"COFACE (EPA: COFA) – Buy ($5.46) Executive Summary We are long shares of COFACE. The current pricing provides a low valuation floor, ~35-45% upside in the base case, and ~90% return ... Read more",Coface COFA,5.46,$846mn
Si2i,"TUESDAY, NOV 29, 2016",xanadu972,https://valueinvestorsclub.com/idea/Si2i/5048530557,"The write-up below is focused on an extremely illiquid stock that will likely be of little interest to institutional investors. Nevertheless, for those fortunate (or unfortunate?) enough to be unconstrained ... Read more",Si2i BAI,1.80,$24mn
Opera Software,"TUESDAY, NOV 29, 2016",aviclara181,https://valueinvestorsclub.com/idea/Opera_Software/6842521115,"OPERA NO (Long):   Market Cap: $1B USD Share Price: 57 NOK or ~$6.68 USD @ 8.53 NOK Target Price: 80 NOK (including 15 NOK special dividend), with upside to 100 NOK in a takeout   Introduction: Opera Software’s ... Read more",Opera Software OPERA,57.00,"$1,000mn"
FERROGLOBE PLC,"TUESDAY, NOV 29, 2016",nychrg,https://valueinvestorsclub.com/idea/FERROGLOBE_PLC/7805972271,"Investment Thesis   Ferroglobe PLC (NASDAQ: GSM) is a specialty metals company trading just off multi-year lows despite increasing evidence that management, through recent self-help initiatives, has begun to drive a pricing ... Read more",FERROGLOBE PLC GSM,11.27,"$1,938mn"
Sirius Real Estate,"TUESDAY, NOV 29, 2016",jgalt,https://valueinvestorsclub.com/idea/Sirius_Real_Estate/4565576869,Sirius Real Estate is an under-the-radar owner of flexible office space in Germany led by CEO Andrew Coombs. The business has been growing nicely and has further growth opportunities ahead. ... Read more,Sirius Real Estate SRE LN,0.53,$446mn
MELLANOX TECHNOLOGIES LTD,"TUESDAY, NOV 29, 2016",xanadu972,https://valueinvestorsclub.com/idea/MELLANOX_TECHNOLOGIES_LTD/4281848000,"Short Mellanox.  Target: -35%.   Mellanox is facing an onslaught from well-resourced competitors that is at a nascent phase.  Most notably, Intel has committed significant resources to its Omni-path InfiniBand offering which ... Read more",MELLANOX TECHNOLOGIES LTD MLNX,41.25,"$2,075mn"
LAMB WESTON HOLDINGS INC (LW),"TUESDAY, NOV 29, 2016",TigerStyle,https://valueinvestorsclub.com/idea/LAMB_WESTON_HOLDINGS_INC_LW/7041963642,"Description:  Lamb Weston is a leading producer of value-added frozen potato products (French fries, hash browns, potato skins) with #1 share in North America and #2 globally behind McCain.  LW ... Read more",LAMB WESTON HOLDINGS INC (LW) LW,33.00,"$4,831mn"
GLOBAL EAGLE ENTERTAINMENT,"TUESDAY, NOV 29, 2016",lasrikas,https://valueinvestorsclub.com/idea/GLOBAL_EAGLE_ENTERTAINMENT/0222474504,"Global Eagle is a leading provider of satellite-based connectivity and media to global mobility markets across air, sea, and land. Its in-flight connectivity solutions have been installed on nearly 750 ... Read more",GLOBAL EAGLE ENTERTAINMENT ENT,6.82,$580mn
MEI PHARMA INC,"TUESDAY, NOV 29, 2016",lendario,https://valueinvestorsclub.com/idea/MEI_PHARMA_INC/9982149125,"Opportunity Description   MEI Pharma (MEIP) offers one of the most asymmetrical risk / return profiles I ever came across. At current trading levels (stock at $1.54), its market cap ($57m) is ... Read more",MEI PHARMA INC MEIP,1.54,$57mn
RYANAIR HOLDINGS PLC,"TUESDAY, NOV 29, 2016",Hal,https://valueinvestorsclub.com/idea/RYANAIR_HOLDINGS_PLC/7236844806,The genesis of this idea came from a talk and Q&A session given by Michael O’Leary the CEO of Ryanair which we attended. We came away deeply impressed by O’Leary ... Read more,RYANAIR HOLDINGS PLC RYAAY,14.14,"$17,690mn"
Coface,"TUESDAY, NOV 29, 2016",asdfasdf7,https://valueinvestorsclub.com/idea/Coface/8010110109,"COFACE (EPA: COFA) – Buy ($5.46) Executive Summary We are long shares of COFACE. The current pricing provides a low valuation floor, ~35-45% upside in the base case, and ~90% return ... Read more",Coface COFA,5.46,$846mn
Si2i,"TUESDAY, NOV 29, 2016",xanadu972,https://valueinvestorsclub.com/idea/Si2i/5048530557,"The write-up below is focused on an extremely illiquid stock that will likely be of little interest to institutional investors. Nevertheless, for those fortunate (or unfortunate?) enough to be unconstrained ... Read more",Si2i BAI,1.80,$24mn
Opera Software,"TUESDAY, NOV 29, 2016",aviclara181,https://valueinvestorsclub.com/idea/Opera_Software/6842521115,"OPERA NO (Long):   Market Cap: $1B USD Share Price: 57 NOK or ~$6.68 USD @ 8.53 NOK Target Price: 80 NOK (including 15 NOK special dividend), with upside to 100 NOK in a takeout   Introduction: Opera Software’s ... Read more",Opera Software OPERA,57.00,"$1,000mn"
FERROGLOBE PLC,"TUESDAY, NOV 29, 2016",nychrg,https://valueinvestorsclub.com/idea/FERROGLOBE_PLC/7805972271,"Investment Thesis   Ferroglobe PLC (NASDAQ: GSM) is a specialty metals company trading just off multi-year lows despite increasing evidence that management, through recent self-help initiatives, has begun to drive a pricing ... Read more",FERROGLOBE PLC GSM,11.27,"$1,938mn"
Sirius Real Estate,"TUESDAY, NOV 29, 2016",jgalt,https://valueinvestorsclub.com/idea/Sirius_Real_Estate/4565576869,Sirius Real Estate is an under-the-radar owner of flexible office space in Germany led by CEO Andrew Coombs. The business has been growing nicely and has further growth opportunities ahead. ... Read more,Sirius Real Estate SRE LN,0.53,$446mn
MELLANOX TECHNOLOGIES LTD,"TUESDAY, NOV 29, 2016",xanadu972,https://valueinvestorsclub.com/idea/MELLANOX_TECHNOLOGIES_LTD/4281848000,"Short Mellanox.  Target: -35%.   Mellanox is facing an onslaught from well-resourced competitors that is at a nascent phase.  Most notably, Intel has committed significant resources to its Omni-path InfiniBand offering which ... Read more",MELLANOX TECHNOLOGIES LTD MLNX,41.25,"$2,075mn"
LAMB WESTON HOLDINGS INC (LW),"TUESDAY, NOV 29, 2016",TigerStyle,https://valueinvestorsclub.com/idea/LAMB_WESTON_HOLDINGS_INC_LW/7041963642,"Description:  Lamb Weston is a leading producer of value-added frozen potato products (French fries, hash browns, potato skins) with #1 share in North America and #2 globally behind McCain.  LW ... Read more",LAMB WESTON HOLDINGS INC (LW) LW,33.00,"$4,831mn"
GLOBAL EAGLE ENTERTAINMENT,"TUESDAY, NOV 29, 2016",lasrikas,https://valueinvestorsclub.com/idea/GLOBAL_EAGLE_ENTERTAINMENT/0222474504,"Global Eagle is a leading provider of satellite-based connectivity and media to global mobility markets across air, sea, and land. Its in-flight connectivity solutions have been installed on nearly 750 ... Read more",GLOBAL EAGLE ENTERTAINMENT ENT,6.82,$580mn
MASCO CORP,"MONDAY, NOV 28, 2016",kevin155,https://valueinvestorsclub.com/idea/MASCO_CORP/9639313340,Summary: I believe Masco Corporation (“MAS”) is a cyclical stock trading at a full valuation multiple on peak earnings. The home improvement industry is already showing signs of slowing and the ... Read more,MASCO CORP MAS,32.28,"$10,598mn"
ENTERTAINMENT ONE,"MONDAY, NOV 28, 2016",byronval,https://valueinvestorsclub.com/idea/ENTERTAINMENT_ONE/9511444147,Thesis   Entertainment One (“eOne” or “the company”) is a UK listed independent entertainment group with compelling growth drivers and significant strategic value. The stock trades at a material discount to ... Read more,ENTERTAINMENT ONE ETO,216.00,"$1,150mn"
ALLISON TRANSMISSION HLDGS,"SUNDAY, NOV 27, 2016",vincent975,https://valueinvestorsclub.com/idea/ALLISON_TRANSMISSION_HLDGS/4117085892,Investment Thesis   Allison Transmission (“Allison”) has been posted and discussed before so I’ll try to be brief. Lars did a good job several years ago and the message board is helpful. ... Read more,ALLISON TRANSMISSION HLDGS ALSN,32.66,"$5,402mn"
DELL TECHNOLOGIES INC,"SATURDAY, NOV 26, 2016",u0422811,https://valueinvestorsclub.com/idea/DELL_TECHNOLOGIES_INC/6762793599,Note the financials are for VMW since that is what matters as DVMT is just a tracker.  Here is the quick exec summary for those who are too busy with Turkey-comas ... Read more,DELL TECHNOLOGIES INC DVMT,52.19,"$34,131mn"
SQUARE INC,"FRIDAY, NOV 25, 2016",Mason,https://valueinvestorsclub.com/idea/SQUARE_INC/9016539362,"Square (“SQ”) has carved a great niche for itself as a micro merchants’ payment processor, because of its cheap cost of acquisition, low fraud rate, differentiated technology, customer service and ... Read more",SQUARE INC SQ,12.75,"$4,500mn"
RMG NETWORKS HOLDING CORP,"WEDNESDAY, NOV 23, 2016",lasrikas,https://valueinvestorsclub.com/idea/RMG_NETWORKS_HOLDING_CORP/0091841051,RMG Networks is a global provider of end-to-end enterprise digital signage solutions that allow its customers to deliver intelligent and real-time visual content to customers and employees.  These solutions encompass ... Read more,RMG NETWORKS HOLDING CORP RMGN,0.82,$30mn
PLATFORM SPECIALTY PRODUCTS,"WEDNESDAY, NOV 23, 2016",chris815,https://valueinvestorsclub.com/idea/PLATFORM_SPECIALTY_PRODUCTS/6123483274,"We recommend shorting the shares of Platform Specialty Products Corp. (PAH). Our short thesis rests on the obvious factors (at $ 8.79 / share, PAH is trading at 11.8x trailing ... Read more",PLATFORM SPECIALTY PRODUCTS PAH,8.79,"$2,647mn"
NORTHSTAR REALTY FINANCE CP,"WEDNESDAY, NOV 23, 2016",smokey,https://valueinvestorsclub.com/idea/NORTHSTAR_REALTY_FINANCE_CP/1080200251,Exchange ratios NSAM price Exchange ratio Dividends Calc. price Current price Premium / (Discount) % CLNY US $14.72 1.4663 $0.40 $21.98 $20.54 -6.57% NRF US $14.72 1.0996 $0.00 $16.19 $15.09 -6.77%               Valuation   Notes         2017E FFO $1.70 Management guidance $1.55-$1.75/share     Implied FFO multiple (off current stock price) 8.7x           FFO Multiple 11.0x           Price Target $18.70           % upside 27%             Overview This is a ... Read more,NORTHSTAR REALTY FINANCE CP NRF,15.09,"$2,727mn"
PAR TECHNOLOGY CORP,"WEDNESDAY, NOV 23, 2016",offtherun,https://valueinvestorsclub.com/idea/PAR_TECHNOLOGY_CORP/1485959546,Recommendation BUY PAR common stock.  PAR is an odd company and therefore qualifies as a special situation.  What makes it odd is that it operates in two very distinct businesses that ... Read more,PAR TECHNOLOGY CORP PAR,5.11,$81mn
CALATLANTIC GROUP INC,"WEDNESDAY, NOV 23, 2016",lordbeaverbrook,https://valueinvestorsclub.com/idea/CALATLANTIC_GROUP_INC/4603478144,"I am attracted to the homebuilders, and particularly to CalAtlantic. Our thesis is that a shortage of developed building lots will lead to a shortage of new homes, to higher ... Read more",CALATLANTIC GROUP INC CAA,33.76,"$3,926mn"
MASCO CORP,"WEDNESDAY, NOV 23, 2016",kevin155,https://valueinvestorsclub.com/idea/MASCO_CORP/9639313340,Summary: I believe Masco Corporation (“MAS”) is a cyclical stock trading at a full valuation multiple on peak earnings. The home improvement industry is already showing signs of slowing and the ... Read more,MASCO CORP MAS,32.28,"$10,598mn"
